georeference,ada_notes,cbd,south_direction_label,north_direction_label,gtfs_longitude,gtfs_latitude,structure,daytime_routes,borough,stop_name,line,division,gtfs_stop_id,complex_id,station_id,ada_southbound,ada_northbound,ada
POINT (-73.975939 40.576127),,false,Coney Island,Manhattan,-73.975939,40.576127,Elevated,F Q,Bk,W 8 St-NY Aquarium,Broadway - Brighton,BMT,D42,57,57,0,0,0
POINT (-73.98795 40.749567),,true,Downtown,Uptown,-73.98795,40.749567,Subway,N Q R W,M,34 St-Herald Sq,Broadway - Brighton,BMT,R17,607,12,1,1,1
POINT (-73.940858 40.679921),,false,Outbound,Manhattan,-73.940858,40.679921,Subway,C,Bk,Kingston-Throop Avs,8th Av - Fulton St,IND,A47,180,180,0,0,0
POINT (-73.975776 40.650782),,false,Southbound,Northbound,-73.975776,40.650782,Subway,F G,Bk,Fort Hamilton Pkwy,6th Av - Culver,IND,F26,242,242,0,0,0
POINT (-73.948411 40.639967),,false,Flatbush,Manhattan,-73.948411,40.639967,Subway,2 5,Bk,Newkirk Av-Little Haiti,Nostrand,IRT,246,358,358,0,0,0
POINT (-74.000495 40.732338),,true,Downtown,Uptown,-74.000495,40.732338,Subway,B D F M,M,W 4 St-Wash Sq,6th Av - Culver,IND,D20,167,167,1,1,1
POINT (-73.996353 40.624842),,false,Coney Island,Manhattan,-73.996353,40.624842,Open Cut,N,Bk,New Utrecht Av,Sea Beach,BMT,N04,615,73,1,1,1
POINT (-73.867139 40.691324),,false,Manhattan,Jamaica,-73.867139,40.691324,Elevated,J Z,Q,75 St-Elderts Ln,Jamaica,BMT,J17,85,85,0,0,0
POINT (-73.862633 40.883895),,false,Manhattan,Northbound,-73.862633,40.883895,Elevated,2 5,Bx,219 St,Lenox - White Plains Rd,IRT,207,420,420,0,0,0
POINT (-73.936245 40.820421),,false,Downtown,Harlem,-73.936245,40.820421,Subway,3,M,145 St,Lenox - White Plains Rd,IRT,302,437,437,0,0,0
POINT (-73.948916 40.742216),,false,Manhattan,Outbound,-73.948916,40.742216,Subway,7,Q,Hunters Point Av,Flushing,IRT,720,463,463,0,0,0
POINT (-74.103338 40.583591),,false,South Shore,Ferry,-74.103338,40.583591,Embankment,SIR,SI,Jefferson Av,Staten Island,SIR,S24,508,508,0,0,0
POINT (-73.761353 40.600066),,false,Far Rockaway,Manhattan,-73.761353,40.600066,Viaduct,A,Q,Beach 25 St,Rockaway,IND,H10,208,208,0,0,0
POINT (-73.975098 40.680829),,false,Outbound,Manhattan,-73.975098,40.680829,Subway,2 3,Bk,Bergen St,Eastern Pky,IRT,236,339,339,0,0,0
POINT (-73.930729 40.679364),,false,Outbound,Manhattan,-73.930729,40.679364,Subway,A C,Bk,Utica Av,8th Av - Fulton St,IND,A48,181,181,1,1,1
POINT (-73.93647 40.82388),,false,Downtown,Last Stop,-73.93647,40.82388,Subway,3,M,Harlem-148 St,Lenox - White Plains Rd,IRT,301,436,436,0,0,0
POINT (-73.932942 40.668897),,false,Outbound,Manhattan,-73.932942,40.668897,Subway,3 4,Bk,Crown Hts-Utica Av,Eastern Pky,IRT,250,345,345,1,1,1
POINT (-73.845625 40.754622),,false,Manhattan,Outbound,-73.845625,40.754622,Elevated,7,Q,Mets-Willets Point,Flushing,IRT,702,448,448,0,0,0
POINT (-73.989735 40.757308),,true,Downtown,Uptown,-73.989735,40.757308,Subway,A C E,M,42 St-Port Authority Bus Terminal,8th Av - Fulton St,IND,A27,611,163,1,1,1
POINT (-73.981628 40.730953),,true,Brooklyn,West Side,-73.981628,40.730953,Subway,L,M,1 Av,Canarsie,BMT,L06,119,119,1,1,1
POINT (-73.904084 40.695602),,false,Outbound,Manhattan,-73.904084,40.695602,Subway,L,Q,Halsey St,Canarsie,BMT,L19,129,129,0,0,0
POINT (-73.954449 40.731352),,false,Southbound,Queens,-73.954449,40.731352,Subway,G,Bk,Greenpoint Av,Crosstown,IND,G26,283,283,1,1,1
POINT (-73.905249 40.682829),,false,Outbound,Manhattan,-73.905249,40.682829,Subway,L,Bk,Bushwick Av-Aberdeen St,Canarsie,BMT,L21,131,131,0,0,0
POINT (-73.976041 40.751431),,true,Hudson Yards,Queens,-73.976041,40.751431,Subway,7,M,Grand Central-42 St,Flushing,IRT,723,610,465,1,1,1
POINT (-73.984264 40.74307),Downtown only,true,Downtown,Uptown,-73.984264,40.74307,Subway,6,M,28 St,Lexington Av,IRT,633,404,404,1,0,2
POINT (-73.980305 40.666271),,false,Southbound,Northbound,-73.980305,40.666271,Subway,F G,Bk,7 Av,6th Av - Culver,IND,F24,240,240,1,1,1
POINT (-73.993915 40.72028),,true,Downtown,Brooklyn,-73.993915,40.72028,Subway,J Z,M,Bowery,Jamaica,BMT,M19,103,103,0,0,0
POINT (-73.961376 40.577621),,false,Southbound,Manhattan,-73.961376,40.577621,Elevated,B Q,Bk,Brighton Beach,Broadway - Brighton,BMT,D40,55,55,0,0,0
POINT (-73.912034 40.775036),,false,Manhattan,Last Stop,-73.912034,40.775036,Elevated,N W,Q,Astoria-Ditmars Blvd,Astoria,BMT,R01,1,1,0,0,0
POINT (-73.852719 40.726523),,false,Manhattan,Outbound,-73.852719,40.726523,Subway,M R,Q,67 Av,Queens Blvd,IND,G09,262,262,0,0,0
POINT (-73.914685 40.844434),,false,Manhattan,Northbound,-73.914685,40.844434,Elevated,4,Bx,Mt Eden Av,Jerome Av,IRT,411,386,386,0,0,0
POINT (-73.972367 40.67705),,false,Southbound,Manhattan,-73.972367,40.67705,Subway,B Q,Bk,7 Av,Broadway - Brighton,BMT,D25,41,41,0,0,0
POINT (-73.942161 40.669399),,false,Outbound,Manhattan,-73.942161,40.669399,Subway,3,Bk,Kingston Av,Eastern Pky,IRT,249,344,344,0,0,0
POINT (-73.984569 40.754222),,true,Downtown,Uptown,-73.984569,40.754222,Subway,B D F M,M,42 St-Bryant Pk,6th Av - Culver,IND,D16,609,226,0,0,0
POINT (-73.867352 40.865462),,false,Manhattan,Northbound,-73.867352,40.865462,Elevated,2 5,Bx,Allerton Av,Lenox - White Plains Rd,IRT,210,423,423,0,0,0
POINT (-74.012994 40.703087),,true,Downtown,Uptown,-74.012994,40.703087,Subway,R W,M,Whitehall St-South Ferry,Broadway,BMT,R27,635,23,0,0,0
POINT (-73.914042 40.805368),,false,Manhattan,Northbound,-73.914042,40.805368,Subway,6,Bx,Cypress Av,Pelham,IRT,617,375,375,0,0,0
POINT (-73.983849 40.761728),,true,Downtown,Uptown,-73.983849,40.761728,Subway,1,M,50 St,Broadway - 7Av,IRT,126,316,316,0,0,0
POINT (-73.99073 40.734789),,true,Brooklyn,West Side,-73.99073,40.734789,Subway,L,M,14 St-Union Sq,Canarsie,BMT,L03,602,117,1,1,1
POINT (-73.939561 40.840719),,false,Downtown,Uptown,-73.939561,40.840719,Subway,A C,M,168 St,8th Av - Fulton St,IND,A09,605,148,1,1,1
POINT (-73.996209 40.738228),,true,Downtown,Uptown,-73.996209,40.738228,Subway,F M,M,14 St,6th Av - Culver,IND,D19,601,229,1,1,1
POINT (-74.12632 40.56511),,false,South Shore,Ferry,-74.12632,40.56511,Open Cut,SIR,SI,Oakwood Heights,Staten Island,SIR,S21,511,511,0,0,0
POINT (-73.984139 40.759901),Uptown only,true,Downtown,Uptown,-73.984139,40.759901,Subway,N R W,M,49 St,Broadway - Brighton,BMT,R15,10,10,0,1,2
POINT (-73.929412 40.855225),,false,Downtown,The Bronx,-73.929412,40.855225,Subway,1,M,191 St,Broadway - 7Av,IRT,110,300,300,0,0,0
POINT (-73.97745 40.763972),,true,Downtown,Uptown,-73.97745,40.763972,Subway,M,M,57 St,6th Av - Culver,IND,B10,224,224,0,0,0
POINT (-74.002906 40.733422),,true,Downtown,Uptown,-74.002906,40.733422,Subway,1,M,Christopher St-Stonewall,Broadway - 7Av,IRT,133,323,323,0,0,0
POINT (-73.857473 40.893193),,false,Manhattan,Northbound,-73.857473,40.893193,Elevated,2 5,Bx,233 St,Lenox - White Plains Rd,IRT,205,418,418,1,1,1
POINT (-73.908946 40.662549),,false,New Lots,Manhattan,-73.908946,40.662549,Elevated,3,Bk,Rockaway Av,Eastern Pky,IRT,253,348,348,0,0,0
POINT (-73.985026 40.61741),,false,Coney Island,Manhattan,-73.985026,40.61741,Open Cut,N,Bk,20 Av,Sea Beach,BMT,N06,75,75,0,0,0
POINT (-73.90087 40.884667),,false,Manhattan,Van Cortlandt,-73.90087,40.884667,Elevated,1,Bx,238 St,Broadway - 7Av,IRT,103,294,294,0,0,0
POINT (-73.956848 40.68138),,false,Outbound,Manhattan,-73.956848,40.68138,Subway,C,Bk,Franklin Av,8th Av - Fulton St,IND,A45,627,178,1,1,1
POINT (-73.903097 40.675345),,false,Canarsie,Manhattan,-73.903097,40.675345,Elevated,L,Bk,Atlantic Av,Canarsie,BMT,L24,133,133,0,0,0
POINT (-73.832163 40.684331),,false,Ozone Park,Manhattan,-73.832163,40.684331,Elevated,A,Q,111 St,Liberty Av,IND,A64,194,194,0,0,0
POINT (-73.8627 40.749865),,false,Manhattan,Outbound,-73.8627,40.749865,Elevated,7,Q,103 St-Corona Plaza,Flushing,IRT,706,450,450,0,0,0
POINT (-73.994791 40.63626),,false,Southbound,Manhattan,-73.994791,40.63626,Elevated,D,Bk,50 St,West End,BMT,B14,61,61,0,0,0
POINT (-73.976848 40.751776),,true,Downtown,Uptown,-73.976848,40.751776,Subway,4 5 6,M,Grand Central-42 St,Lexington Av,IRT,631,610,402,1,1,1
POINT (-73.9214 40.835537),,false,Manhattan,Northbound,-73.9214,40.835537,Elevated,4,Bx,167 St,Jerome Av,IRT,413,388,388,0,0,0
POINT (-73.958131 40.670682),,false,Outbound,Manhattan,-73.958131,40.670682,Subway,2 3 4 5,Bk,Franklin Av-Medgar Evers College,Eastern Pky,IRT,239,626,342,0,0,0
POINT (-73.873785 40.683194),,false,Manhattan,Outbound,-73.873785,40.683194,Elevated,J Z,Bk,Crescent St,Jamaica,BMT,J20,87,87,0,0,0
POINT (-73.985942 40.69218),,false,Southbound,Manhattan,-73.985942,40.69218,Subway,R,Bk,Jay St-MetroTech,Broadway,BMT,R29,636,25,1,1,1
POINT (-73.878855 40.874811),,false,Manhattan,Last Stop,-73.878855,40.874811,Subway,D,Bx,Norwood-205 St,Concourse,IND,D01,210,210,0,0,0
POINT (-73.941514 40.830518),,false,Downtown,Uptown,-73.941514,40.830518,Subway,C,M,155 St,8th Av - Fulton St,IND,A11,150,150,0,0,0
POINT (-73.904098 40.812118),,false,Manhattan,Northbound,-73.904098,40.812118,Subway,6,Bx,E 149 St,Pelham,IRT,615,373,373,1,1,1
POINT (-73.899232 40.658733),,false,Canarsie,Manhattan,-73.899232,40.658733,Elevated,L,Bk,New Lots Av,Canarsie,BMT,L27,136,136,0,0,0
POINT (-73.9502 40.656652),,false,Flatbush,Manhattan,-73.9502,40.656652,Subway,2 5,Bk,Winthrop St,Nostrand,IRT,243,355,355,0,0,0
POINT (-74.087368 40.596612),,false,South Shore,Ferry,-74.087368,40.596612,Embankment,SIR,SI,Old Town,Staten Island,SIR,S26,506,506,0,0,0
POINT (-74.030876 40.616622),,false,Last Stop,Manhattan,-74.030876,40.616622,Subway,R,Bk,Bay Ridge-95 St,4th Av,BMT,R45,39,39,1,1,1
POINT (-74.006886 40.719318),,true,Downtown,Uptown,-74.006886,40.719318,Subway,1,M,Franklin St,Broadway - 7Av,IRT,136,326,326,0,0,0
POINT (-73.843853 40.680429),,false,Outbound,Manhattan,-73.843853,40.680429,Elevated,A,Q,Rockaway Blvd,Liberty Av,IND,A61,192,192,0,0,0
POINT (-73.957757 40.708359),,false,Manhattan,Outbound,-73.957757,40.708359,Elevated,M J Z,Bk,Marcy Av,Jamaica,BMT,M16,101,101,1,1,1
POINT (-73.831008 40.714441),,false,Manhattan,Jamaica,-73.831008,40.714441,Subway,E F,Q,Kew Gardens-Union Tpke,Queens Blvd,IND,F06,259,259,1,1,1
POINT (-73.95326 40.759145),,false,Downtown,Queens,-73.95326,40.759145,Subway,M,M,Roosevelt Island,63rd St,IND,B06,222,222,1,1,1
POINT (-73.972323 40.793919),,false,Downtown,Uptown,-73.972323,40.793919,Subway,1 2 3,M,96 St,Broadway - 7Av,IRT,120,310,310,1,1,1
POINT (-73.973347 40.764811),,true,Downtown,Queens,-73.973347,40.764811,Subway,N R W,M,5 Av/59 St,Astoria,BMT,R13,8,8,0,0,0
POINT (-73.981736 40.768296),,true,Downtown,Uptown,-73.981736,40.768296,Subway,A C B D,M,59 St-Columbus Circle,8th Av - Fulton St,IND,A24,614,161,1,1,1
POINT (-73.980353 40.603923),,false,Coney Island,Manhattan,-73.980353,40.603923,Open Cut,N,Bk,Kings Hwy,Sea Beach,BMT,N08,77,77,0,0,0
POINT (-73.951277 40.724635),,false,Southbound,Queens,-73.951277,40.724635,Subway,G,Bk,Nassau Av,Crosstown,IND,G28,284,284,0,0,0
POINT (-73.97881 40.683666),,false,Southbound,Manhattan,-73.97881,40.683666,Subway,D N R,Bk,Atlantic Av-Barclays Ctr,4th Av,BMT,R31,617,27,1,1,1
POINT (-73.915279 40.869444),,false,Downtown,The Bronx,-73.915279,40.869444,Elevated,1,M,215 St,Broadway - 7Av,IRT,107,297,297,0,0,0
POINT (-73.933147 40.706152),,false,Outbound,Manhattan,-73.933147,40.706152,Subway,L,Bk,Morgan Av,Canarsie,BMT,L14,125,125,0,0,0
POINT (-73.997871 40.74104),,true,Downtown,Uptown,-73.997871,40.74104,Subway,1,M,18 St,Broadway - 7Av,IRT,131,321,321,0,0,0
POINT (-73.835919 40.672097),,false,Rockaways,Manhattan,-73.835919,40.672097,At Grade,A,Q,Aqueduct Racetrack,Rockaway,IND,H01,196,196,1,1,1
POINT (-73.876613 40.748408),,false,Manhattan,Outbound,-73.876613,40.748408,Elevated,7,Q,90 St-Elmhurst Av,Flushing,IRT,708,452,452,0,0,0
POINT (-74.071402 40.621319),,false,South Shore,Ferry,-74.071402,40.621319,Elevated,SIR,SI,Clifton,Staten Island,SIR,S28,504,504,0,0,0
POINT (-73.994324 40.646292),,false,Southbound,Manhattan,-73.994324,40.646292,Open Cut,D,Bk,9 Av,West End,BMT,B12,59,59,0,0,0
POINT (-73.884639 40.679947),,false,Manhattan,Outbound,-73.884639,40.679947,Elevated,J,Bk,Cleveland St,Jamaica,BMT,J22,89,89,0,0,0
POINT (-73.917757 40.816109),,false,Manhattan,Northbound,-73.917757,40.816109,Subway,2 5,Bx,3 Av-149 St,Lenox - White Plains Rd,IRT,221,434,434,1,1,1
POINT (-73.901975 40.669367),,false,Canarsie,Manhattan,-73.901975,40.669367,Elevated,L,Bk,Sutter Av,Canarsie,BMT,L25,134,134,0,0,0
POINT (-73.801109 40.702147),,false,Manhattan,Last Stop,-73.801109,40.702147,Subway,E J Z,Q,Jamaica Center-Parsons/Archer,Queens - Archer,IND,G05,278,278,1,1,1
POINT (-73.85062 40.903125),,false,Manhattan,Last Stop,-73.85062,40.903125,Elevated,2,Bx,Wakefield-241 St,Lenox - White Plains Rd,IRT,201,416,416,0,0,0
POINT (-73.893509 40.866978),,false,Manhattan,Northbound,-73.893509,40.866978,Subway,B D,Bx,Kingsbridge Rd,Concourse,IND,D04,212,212,1,1,1
POINT (-74.006571 40.709416),,true,Brooklyn,Uptown,-74.006571,40.709416,Subway,2 3,M,Fulton St,Clark St,IRT,229,628,332,1,1,1
POINT (-73.944216 40.824783),,false,Downtown,Uptown,-73.944216,40.824783,Subway,A C,M,145 St,8th Av - Fulton St,IND,A12,151,151,0,0,0
POINT (-73.986599 40.739864),,true,Downtown,Uptown,-73.986599,40.739864,Subway,6,M,23 St-Baruch College,Lexington Av,IRT,634,405,405,1,1,1
POINT (-73.947408 40.703869),,false,Manhattan,Outbound,-73.947408,40.703869,Elevated,M J,Bk,Lorimer St,Jamaica,BMT,M13,99,99,0,0,0
POINT (-74.02551 40.629742),,false,Bay Ridge,Manhattan,-74.02551,40.629742,Subway,R,Bk,77 St,4th Av,BMT,R43,37,37,0,0,0
POINT (-73.978172 40.636119),,false,Southbound,Manhattan,-73.978172,40.636119,Elevated,F,Bk,Ditmas Av,6th Av - Culver,IND,F29,244,244,0,0,0
POINT (-73.925831 40.827994),,false,Manhattan,Northbound,-73.925831,40.827994,Elevated,4,Bx,161 St-Yankee Stadium,Jerome Av,IRT,414,604,389,1,1,1
POINT (-74.00169 40.740893),,true,Downtown,Uptown,-74.00169,40.740893,Subway,A C E,M,14 St,8th Av - Fulton St,IND,A31,618,166,1,1,1
POINT (-74.011029 40.710668),,true,Downtown,Uptown,-74.011029,40.710668,Subway,R W,M,Cortlandt St,Broadway,BMT,R25,624,21,1,1,1
POINT (-73.860816 40.833226),,false,Manhattan,Northbound,-73.860816,40.833226,Elevated,6,Bx,Parkchester,Pelham,IRT,608,366,366,1,1,1
POINT (-73.907684 40.853453),,false,Manhattan,Northbound,-73.907684,40.853453,Elevated,4,Bx,Burnside Av,Jerome Av,IRT,409,384,384,0,0,0
POINT (-73.851576 40.693879),,false,Manhattan,Jamaica,-73.851576,40.693879,Elevated,J Z,Q,Woodhaven Blvd,Jamaica,BMT,J15,83,83,1,1,1
POINT (-73.911946 40.67834),,false,Outbound,Manhattan,-73.911946,40.67834,Subway,C,Bk,Rockaway Av,8th Av - Fulton St,IND,A50,183,183,0,0,0
POINT (-73.945495 40.807754),,false,Downtown,Uptown,-73.945495,40.807754,Subway,2 3,M,125 St,Lenox - White Plains Rd,IRT,225,439,439,0,0,0
POINT (-73.967967 40.762526),,true,Downtown,Uptown,-73.967967,40.762526,Subway,4 5 6,M,59 St,Lexington Av,IRT,629,613,400,0,0,0
POINT (-73.980492 40.688246),,false,Outbound,Manhattan,-73.980492,40.688246,Subway,2 3 4 5,Bk,Nevins St,Eastern Pky,IRT,234,337,337,0,0,0
POINT (-73.937969 40.851695),,false,Downtown,Uptown,-73.937969,40.851695,Subway,A,M,181 St,8th Av - Fulton St,IND,A06,146,146,1,1,1
POINT (-73.896435 40.816104),,false,Manhattan,Northbound,-73.896435,40.816104,Subway,6,Bx,Longwood Av,Pelham,IRT,614,372,372,0,0,0
POINT (-73.998041 40.745906),,true,Downtown,Uptown,-73.998041,40.745906,Subway,C E,M,23 St,8th Av - Fulton St,IND,A30,165,165,0,0,0
POINT (-74.11721 40.57348),,false,South Shore,Ferry,-74.11721,40.57348,Open Cut,SIR,SI,New Dorp,Staten Island,SIR,S22,510,510,1,1,1
POINT (-74.011719 40.635064),,false,Coney Island,Manhattan,-74.011719,40.635064,Open Cut,N,Bk,8 Av,Sea Beach,BMT,N02,71,71,1,1,1
POINT (-73.860495 40.854364),,false,Manhattan,Eastchester,-73.860495,40.854364,Open Cut,5,Bx,Morris Park,Dyre Av,IRT,505,446,446,0,0,0
POINT (-73.943832 40.746554),,false,Brooklyn,Last Stop,-73.943832,40.746554,Subway,G,Q,Court Sq,Crosstown,IND,G22,606,281,1,1,1
POINT (-73.950275 40.714063),,false,Outbound,Manhattan,-73.950275,40.714063,Subway,L,Bk,Lorimer St,Canarsie,BMT,L10,629,121,1,1,1
POINT (-73.776013 40.592943),,false,Far Rockaway,Manhattan,-73.776013,40.592943,Viaduct,A,Q,Beach 44 St,Rockaway,IND,H08,206,206,0,0,0
POINT (-73.987691 40.755477),,true,Hudson Yards,Queens,-73.987691,40.755477,Subway,7,M,Times Sq-42 St,Flushing,IRT,725,611,467,1,1,1
POINT (-74.003401 40.713243),,true,Downtown,Brooklyn,-74.003401,40.713243,Subway,J Z,M,Chambers St,Jamaica,BMT,M21,622,105,1,1,1
POINT (-73.992821 40.742878),,true,Downtown,Uptown,-73.992821,40.742878,Subway,F M,M,23 St,6th Av - Culver,IND,D18,228,228,0,0,0
POINT (-73.969055 40.757552),,true,Downtown,Queens,-73.969055,40.757552,Subway,E F,M,Lexington Av/53 St,Queens Blvd,IND,F11,612,275,1,1,1
POINT (-73.973022 40.608944),,false,Southbound,Manhattan,-73.973022,40.608944,Elevated,F,Bk,Avenue P,6th Av - Culver,IND,F34,249,249,0,0,0
POINT (-73.877223 40.737015),,false,Manhattan,Outbound,-73.877223,40.737015,Subway,M R,Q,Grand Av-Newtown,Queens Blvd,IND,G12,265,265,0,0,0
