georeference,ada_notes,cbd,south_direction_label,north_direction_label,gtfs_longitude,gtfs_latitude,structure,daytime_routes,borough,stop_name,line,division,gtfs_stop_id,complex_id,station_id,ada_southbound,ada_northbound,ada
POINT (-73.977666 40.684359),,false,Outbound,Manhattan,-73.977666,40.684359,Subway,2 3 4 5,Bk,Atlantic Av-Barclays Ctr,Eastern Pky,IRT,235,617,338,1,1,1
POINT (-73.918822 40.864621),,false,Downtown,The Bronx,-73.918822,40.864621,Elevated,1,M,207 St,Broadway - 7Av,IRT,108,298,298,0,0,0
POINT (-74.109704 40.578965),,false,South Shore,Ferry,-74.109704,40.578965,Open Cut,SIR,SI,Grant City,Staten Island,SIR,S23,509,509,0,0,0
POINT (-73.825798 40.685951),,false,Last Stop,Manhattan,-73.825798,40.685951,Elevated,A,Q,Ozone Park-Lefferts Blvd,Liberty Av,IND,A65,195,195,1,1,1
POINT (-74.000201 40.737826),,true,Downtown,Uptown,-74.000201,40.737826,Subway,1 2 3,M,14 St,Broadway - 7Av,IRT,132,601,322,1,1,1
POINT (-73.956872 40.717304),,false,Outbound,Manhattan,-73.956872,40.717304,Subway,L,Bk,Bedford Av,Canarsie,BMT,L08,120,120,1,1,1
POINT (-73.949724 40.744065),,false,Brooklyn,Court Square,-73.949724,40.744065,Subway,G,Q,21 St,Crosstown,IND,G24,282,282,0,0,0
POINT (-73.968379 40.799446),,false,Downtown,Uptown,-73.968379,40.799446,Subway,1,M,103 St,Broadway - 7Av,IRT,119,309,309,0,0,0
POINT (-74.191794 40.533674),,false,South Shore,Ferry,-74.191794,40.533674,Open Cut,SIR,SI,Huguenot,Staten Island,SIR,S16,516,516,0,0,0
POINT (-73.962793 40.635082),,false,Southbound,Manhattan,-73.962793,40.635082,Open Cut,B Q,Bk,Newkirk Plaza,Broadway - Brighton,BMT,D31,47,47,0,0,0
POINT (-73.998091 40.660397),,false,Southbound,Manhattan,-73.998091,40.660397,Subway,R,Bk,25 St,4th Av,BMT,R35,31,31,0,0,0
POINT (-73.987495 40.75529),,true,Downtown,Uptown,-73.987495,40.75529,Subway,1 2 3,M,Times Sq-42 St,Broadway - 7Av,IRT,127,611,317,1,1,1
POINT (-74.009509 40.710368),,true,Downtown,Uptown,-74.009509,40.710368,Subway,4 5,M,Fulton St,Lexington Av,IRT,418,628,412,1,1,1
POINT (-73.874516 40.829521),,false,Manhattan,Northbound,-73.874516,40.829521,Elevated,6,Bx,Morrison Av-Soundview,Pelham,IRT,610,368,368,0,0,0
POINT (-73.793604 40.71047),,false,Manhattan,Jamaica,-73.793604,40.71047,Subway,F,Q,169 St,Queens Blvd,IND,F02,255,255,0,0,0
POINT (-73.887734 40.837288),,false,Manhattan,Northbound,-73.887734,40.837288,Elevated,2 5,Bx,174 St,Lenox - White Plains Rd,IRT,215,428,428,0,0,0
POINT (-73.958424 40.768799),,false,Downtown,Uptown,-73.958424,40.768799,Subway,Q,M,72 St,Second Av,IND,Q03,477,477,1,1,1
POINT (-73.906006 40.752885),,false,Manhattan,Outbound,-73.906006,40.752885,Subway,M R,Q,Northern Blvd,Queens Blvd,IND,G16,269,269,1,1,1
POINT (-73.953676 40.822008),,false,Downtown,Uptown,-73.953676,40.822008,Subway,1,M,137 St-City College,Broadway - 7Av,IRT,115,305,305,0,0,0
POINT (-73.989938 40.723402),,true,Downtown,Uptown,-73.989938,40.723402,Subway,F,M,2 Av,6th Av - Culver,IND,F14,232,232,0,0,0
POINT (-73.954882 40.805085),,false,Downtown,Uptown,-73.954882,40.805085,Subway,C B,M,116 St,8th Av - Fulton St,IND,A16,154,154,0,0,0
POINT (-73.813641 40.588034),,false,Rockaway Park,Inbound,-73.813641,40.588034,Viaduct,A S,Q,Beach 90 St,Rockaway,IND,H12,200,200,0,0,0
POINT (-73.902984 40.74563),,false,Manhattan,Outbound,-73.902984,40.74563,Elevated,7,Q,61 St-Woodside,Flushing,IRT,712,456,456,1,1,1
POINT (-73.94425 40.79502),,false,Downtown,The Bronx,-73.94425,40.79502,Subway,6,M,110 St,Lexington Av,IRT,623,394,394,0,0,0
POINT (-73.925508 40.76182),,false,Manhattan,Astoria,-73.925508,40.76182,Elevated,N W,Q,Broadway,Astoria,BMT,R05,4,4,0,0,0
POINT (-73.950683 40.667883),,false,Flatbush,Manhattan,-73.950683,40.667883,Subway,2 5,Bk,President St-Medgar Evers College,Nostrand,IRT,241,353,353,0,0,0
POINT (-73.966839 40.688089),,false,Southbound,Queens,-73.966839,40.688089,Subway,G,Bk,Clinton-Washington Avs,Crosstown,IND,G35,291,291,0,0,0
POINT (-73.990568 40.735736),,true,Downtown,Uptown,-73.990568,40.735736,Subway,N Q R W,M,14 St-Union Sq,Broadway - Brighton,BMT,R20,602,15,1,1,1
POINT (-73.90185 40.646654),,false,Last Stop,Manhattan,-73.90185,40.646654,At Grade,L,Bk,Canarsie-Rockaway Pkwy,Canarsie,BMT,L29,138,138,1,1,1
POINT (-73.858992 40.679371),,false,Outbound,Manhattan,-73.858992,40.679371,Elevated,A,Q,80 St,Liberty Av,IND,A59,190,190,0,0,0
POINT (-73.996895 40.626472),,false,Southbound,Manhattan,-73.996895,40.626472,Elevated,D,Bk,62 St,West End,BMT,B16,615,63,1,1,1
POINT (-73.910136 40.8459),,false,Manhattan,Northbound,-73.910136,40.8459,Subway,B D,Bx,174-175 Sts,Concourse,IND,D08,216,216,0,0,0
POINT (-74.005229 40.720824),,true,Downtown,Uptown,-74.005229,40.720824,Subway,A C E,M,Canal St,8th Av - Fulton St,IND,A34,169,169,0,0,0
POINT (-73.998168 40.604556),,false,Southbound,Manhattan,-73.998168,40.604556,Elevated,D,Bk,20 Av,West End,BMT,B20,67,67,0,0,0
POINT (-73.922913 40.706607),,false,Outbound,Manhattan,-73.922913,40.706607,Subway,L,Bk,Jefferson St,Canarsie,BMT,L15,126,126,0,0,0
POINT (-73.889601 40.711396),,false,Last Stop,Inbound,-73.889601,40.711396,Elevated,M,Q,Middle Village-Metropolitan Av,Myrtle Av,BMT,M01,108,108,1,1,1
POINT (-73.886283 40.826525),,false,Manhattan,Northbound,-73.886283,40.826525,Elevated,6,Bx,Whitlock Av,Pelham,IRT,612,370,370,0,0,0
POINT (-73.93985 40.707739),,false,Outbound,Manhattan,-73.93985,40.707739,Subway,L,Bk,Montrose Av,Canarsie,BMT,L13,124,124,0,0,0
POINT (-74.010006 40.648939),,false,Southbound,Manhattan,-74.010006,40.648939,Subway,R,Bk,45 St,4th Av,BMT,R39,33,33,0,0,0
POINT (-73.92227 40.68963),,false,Manhattan,Outbound,-73.92227,40.68963,Elevated,J Z,Bk,Gates Av,Jamaica,BMT,J30,95,95,0,0,0
POINT (-73.904512 40.679498),,false,Manhattan,Outbound,-73.904512,40.679498,Elevated,J Z,Bk,Broadway Junction,Jamaica,BMT,J27,621,92,0,0,0
POINT (-73.882017 40.742454),,false,Manhattan,Outbound,-73.882017,40.742454,Subway,M R,Q,Elmhurst Av,Queens Blvd,IND,G13,266,266,0,0,0
POINT (-74.16457 40.544601),,false,South Shore,Ferry,-74.16457,40.544601,Embankment,SIR,SI,Eltingville,Staten Island,SIR,S18,514,514,0,0,0
POINT (-73.873488 40.841894),,false,Manhattan,Northbound,-73.873488,40.841894,Elevated,2 5,Bx,E 180 St,Lenox - White Plains Rd,IRT,213,426,426,1,1,1
POINT (-73.88075 40.67413),,false,Outbound,Manhattan,-73.88075,40.67413,Subway,C,Bk,Shepherd Av,8th Av - Fulton St,IND,A54,187,187,0,0,0
POINT (-73.974574 40.581011),,false,Coney Island,Manhattan,-73.974574,40.581011,Elevated,F,Bk,Neptune Av,6th Av - Culver,IND,F39,253,253,0,0,0
POINT (-74.0091 40.706821),,true,Brooklyn,Uptown,-74.0091,40.706821,Subway,2 3,M,Wall St,Clark St,IRT,230,333,333,0,0,0
POINT (-73.92074 40.756879),,false,Manhattan,Outbound,-73.92074,40.756879,Subway,M R,Q,Steinway St,Queens Blvd,IND,G19,271,271,0,0,0
POINT (-73.947152 40.784318),,false,Downtown,Last Stop,-73.947152,40.784318,Subway,Q,M,96 St,Second Av,IND,Q05,475,475,1,1,1
POINT (-74.000193 40.718803),,true,Downtown,Uptown,-74.000193,40.718803,Subway,6,M,Canal St,Lexington Av,IRT,639,623,410,1,1,1
POINT (-73.9134 40.839306),,false,Manhattan,Northbound,-73.9134,40.839306,Subway,B D,Bx,170 St,Concourse,IND,D09,217,217,0,0,0
POINT (-74.251961 40.512764),,false,Last Stop,Ferry,-74.251961,40.512764,At Grade,SIR,SI,Tottenville,Staten Island,SIR,S09,522,522,1,1,1
POINT (-73.973946 40.686113),,false,Outbound,Manhattan,-73.973946,40.686113,Subway,C,Bk,Lafayette Av,8th Av - Fulton St,IND,A43,176,176,0,0,0
POINT (-73.961454 40.796092),,false,Downtown,Uptown,-73.961454,40.796092,Subway,C B,M,103 St,8th Av - Fulton St,IND,A18,156,156,0,0,0
POINT (-73.995959 40.67358),,false,Southbound,Northbound,-73.995959,40.67358,Viaduct,F G,Bk,Smith-9 Sts,6th Av - Culver,IND,F22,238,238,0,0,0
POINT (-73.95107 40.785672),,false,Downtown,The Bronx,-73.95107,40.785672,Subway,6,M,96 St,Lexington Av,IRT,625,396,396,0,0,0
POINT (-73.878751 40.886037),,false,Manhattan,Last Stop,-73.878751,40.886037,Elevated,4,Bx,Woodlawn,Jerome Av,IRT,401,378,378,0,0,0
POINT (-74.002578 40.739777),,true,Brooklyn,Last Stop,-74.002578,40.739777,Subway,L,M,8 Av,Canarsie,BMT,L01,618,115,1,1,1
POINT (-73.949625 40.802098),,false,Downtown,Uptown,-73.949625,40.802098,Subway,2 3,M,116 St,Lenox - White Plains Rd,IRT,226,440,440,0,0,0
POINT (-73.905316 40.678334),,false,Outbound,Manhattan,-73.905316,40.678334,Subway,A C,Bk,Broadway Junction,8th Av - Fulton St,IND,A51,621,184,0,0,0
POINT (-73.951418 40.712792),,false,Southbound,Queens,-73.951418,40.712792,Subway,G,Bk,Metropolitan Av,Crosstown,IND,G29,629,285,1,1,1
POINT (-73.918435 40.743132),,false,Manhattan,Outbound,-73.918435,40.743132,Elevated,7,Q,46 St-Bliss St,Flushing,IRT,714,458,458,0,0,0
POINT (-73.955161 40.595246),,false,Southbound,Manhattan,-73.955161,40.595246,Open Cut,Q,Bk,Neck Rd,Broadway - Brighton,BMT,D38,53,53,0,0,0
POINT (-73.917843 40.770258),,false,Manhattan,Astoria,-73.917843,40.770258,Elevated,N W,Q,Astoria Blvd,Astoria,BMT,R03,2,2,1,1,1
POINT (-73.90177 40.819585),,false,Manhattan,Northbound,-73.90177,40.819585,Elevated,2 5,Bx,Prospect Av,Lenox - White Plains Rd,IRT,219,432,432,0,0,0
POINT (-73.97823 40.592721),,false,Coney Island,Manhattan,-73.97823,40.592721,Open Cut,N,Bk,86 St,Sea Beach,BMT,N10,79,79,0,0,0
POINT (-73.911586 40.699814),,false,Outbound,Manhattan,-73.911586,40.699814,Subway,L,Bk,Myrtle-Wyckoff Avs,Canarsie,BMT,L17,630,128,1,1,1
POINT (-73.997702 40.724329),,true,Downtown,Uptown,-73.997702,40.724329,Subway,R W,M,Prince St,Broadway - Brighton,BMT,R22,17,17,0,0,0
POINT (-73.935657 40.697207),,false,Manhattan,Outbound,-73.935657,40.697207,Elevated,M J Z,Bk,Myrtle Av,Jamaica,BMT,M11,97,97,0,0,0
POINT (-74.00046 40.718383),,true,Downtown,Uptown,-74.00046,40.718383,Subway,N Q,M,Canal St,Manhattan Bridge,BMT,Q01,623,19,0,0,0
POINT (-73.891688 40.678024),,false,Manhattan,Outbound,-73.891688,40.678024,Elevated,J Z,Bk,Van Siclen Av,Jamaica,BMT,J23,90,90,0,0,0
POINT (-73.901034 40.862803),,false,Manhattan,Northbound,-73.901034,40.862803,Elevated,4,Bx,Fordham Rd,Jerome Av,IRT,407,382,382,1,1,1
POINT (-73.986829 40.597704),,false,Coney Island,Manhattan,-73.986829,40.597704,Elevated,D,Bk,25 Av,West End,BMT,B22,69,69,0,0,0
POINT (-73.919711 40.698664),,false,Middle Village,Inbound,-73.919711,40.698664,Elevated,M,Bk,Knickerbocker Av,Myrtle Av,BMT,M09,113,113,0,0,0
POINT (-73.959874 40.77362),,false,Downtown,Uptown,-73.959874,40.77362,Subway,6,M,77 St,Lexington Av,IRT,627,398,398,0,0,0
POINT (-74.013664 40.702068),,true,Last Stop,Uptown,-74.013664,40.702068,Subway,1,M,South Ferry,Broadway - 7Av,IRT,142,635,330,1,1,1
POINT (-73.988114 40.718611),,true,Brooklyn,Uptown,-73.988114,40.718611,Subway,F,M,Delancey St-Essex St,6th Av - Culver,IND,F15,625,233,0,0,0
POINT (-74.009781 40.712582),,true,Last Stop,Uptown,-74.009781,40.712582,Subway,E,M,World Trade Center,8th Av - Fulton St,IND,E01,624,171,1,1,1
POINT (-73.867615 40.857192),,false,Manhattan,Northbound,-73.867615,40.857192,Elevated,2 5,Bx,Pelham Pkwy,Lenox - White Plains Rd,IRT,211,424,424,1,1,1
POINT (-73.979189 40.752769),,true,Last Stop,Times Square,-73.979189,40.752769,Subway,S,M,Grand Central-42 St,Lexington - Shuttle,IRT,901,610,469,1,1,1
POINT (-73.927271 40.865491),,false,Downtown,Uptown,-73.927271,40.865491,Subway,A,M,Dyckman St,8th Av - Fulton St,IND,A03,144,144,0,0,0
POINT (-73.896548 40.674542),,false,Outbound,Manhattan,-73.896548,40.674542,Subway,C,Bk,Liberty Av,8th Av - Fulton St,IND,A52,185,185,0,0,0
POINT (-73.989998 40.693219),,false,Outbound,Manhattan,-73.989998,40.693219,Subway,2 3,Bk,Borough Hall,Clark St,IRT,232,620,335,1,1,1
POINT (-74.136907 40.5564),,false,South Shore,Ferry,-74.136907,40.5564,Embankment,SIR,SI,Bay Terrace,Staten Island,SIR,S20,512,512,0,0,0
POINT (-73.994659 40.725915),,true,Downtown,Uptown,-73.994659,40.725915,Subway,6,M,Bleecker St,Lexington Av,IRT,637,619,408,1,1,1
POINT (-73.952343 40.811109),,false,Downtown,Uptown,-73.952343,40.811109,Subway,A C B D,M,125 St,8th Av - Fulton St,IND,A15,153,153,1,1,1
POINT (-73.900741 40.856093),,false,Manhattan,Northbound,-73.900741,40.856093,Subway,B D,Bx,182-183 Sts,Concourse,IND,D06,214,214,0,0,0
POINT (-73.830834 40.8883),,false,Manhattan,Last Stop,-73.830834,40.8883,At Grade,5,Bx,Eastchester-Dyre Av,Dyre Av,IRT,501,442,442,0,0,0
POINT (-73.925651 40.827905),,false,Manhattan,Northbound,-73.925651,40.827905,Subway,B D,Bx,161 St-Yankee Stadium,Concourse,IND,D11,604,219,1,1,1
POINT (-73.94489 40.834041),,false,Downtown,Uptown,-73.94489,40.834041,Subway,1,M,157 St,Broadway - 7Av,IRT,113,303,303,0,0,0
POINT (-73.987342 40.692338),,false,Outbound,Manhattan,-73.987342,40.692338,Subway,A C F,Bk,Jay St-MetroTech,8th Av - Fulton St,IND,A41,636,174,1,1,1
POINT (-73.950234 40.700377),,false,Southbound,Queens,-73.950234,40.700377,Subway,G,Bk,Flushing Av,Crosstown,IND,G31,287,287,0,0,0
POINT (-73.893064 40.824073),,false,Manhattan,Northbound,-73.893064,40.824073,Elevated,2 5,Bx,Simpson St,Lenox - White Plains Rd,IRT,217,430,430,1,1,1
POINT (-73.902447 40.663515),,false,New Lots,Manhattan,-73.902447,40.663515,Elevated,3,Bk,Junius St,Eastern Pky,IRT,254,349,349,0,0,0
POINT (-73.930997 40.744587),,false,Manhattan,Outbound,-73.930997,40.744587,Elevated,7,Q,33 St-Rawson St,Flushing,IRT,716,460,460,0,0,0
POINT (-73.937243 40.748973),,false,Manhattan,Outbound,-73.937243,40.748973,Subway,E F R,Q,Queens Plaza,Queens Blvd,IND,G21,273,273,1,1,1
POINT (-73.890064 40.873412),,false,Manhattan,Northbound,-73.890064,40.873412,Elevated,4,Bx,Bedford Park Blvd-Lehman College,Jerome Av,IRT,405,380,380,0,0,0
POINT (-73.957734 40.60867),,false,Southbound,Manhattan,-73.957734,40.60867,Open Cut,B Q,Bk,Kings Hwy,Broadway - Brighton,BMT,D35,51,51,1,1,1
POINT (-73.92261 40.664717),,false,New Lots,Manhattan,-73.92261,40.664717,Elevated,3,Bk,Sutter Av-Rutland Rd,Eastern Pky,IRT,251,346,346,0,0,0
POINT (-73.835592 40.580903),,false,Last Stop,Inbound,-73.835592,40.580903,At Grade,A S,Q,Rockaway Park-Beach 116 St,Rockaway,IND,H15,203,203,1,1,1
POINT (-73.836322 40.843863),,false,Manhattan,Pelham Bay,-73.836322,40.843863,Elevated,6,Bx,Middletown Rd,Pelham,IRT,603,362,362,0,0,0
POINT (-73.836345 40.697418),,false,Manhattan,Jamaica,-73.836345,40.697418,Elevated,J,Q,111 St,Jamaica,BMT,J13,81,81,0,0,0
POINT (-73.982209 40.77344),,false,Downtown,Uptown,-73.982209,40.77344,Subway,1,M,66 St-Lincoln Center,Broadway - 7Av,IRT,124,314,314,1,1,1
POINT (-73.810708 40.70546),,false,Manhattan,Jamaica,-73.810708,40.70546,Subway,F,Q,Sutphin Blvd,Queens Blvd,IND,F04,257,257,0,0,0
POINT (-73.972143 40.781433),,false,Downtown,Uptown,-73.972143,40.781433,Subway,C B,M,81 St-Museum of Natural History,8th Av - Fulton St,IND,A21,159,159,0,0,0
POINT (-73.960803 40.625039),,false,Southbound,Manhattan,-73.960803,40.625039,Open Cut,Q,Bk,Avenue J,Broadway - Brighton,BMT,D33,49,49,0,0,0
POINT (-73.90774 40.702762),,false,Middle Village,Inbound,-73.90774,40.702762,Elevated,M,Q,Seneca Av,Myrtle Av,BMT,M06,111,111,0,0,0
POINT (-73.986751 40.701397),,false,Southbound,Manhattan,-73.986751,40.701397,Subway,F,Bk,York St,6th Av - Culver,IND,F18,235,235,0,0,0
POINT (-74.074835 40.636949),,false,South Shore,Ferry,-74.074835,40.636949,At Grade,SIR,SI,Tompkinsville,Staten Island,SIR,S30,502,502,0,0,0
POINT (-73.899485 40.650573),,false,Canarsie,Manhattan,-73.899485,40.650573,At Grade,L,Bk,East 105 St,Canarsie,BMT,L28,137,137,0,0,0
POINT (-73.993365 40.747215),,true,Downtown,Uptown,-73.993365,40.747215,Subway,1,M,28 St,Broadway - 7Av,IRT,129,319,319,0,0,0
POINT (-73.96411 40.807722),,false,Downtown,Uptown,-73.96411,40.807722,Subway,1,M,116 St-Columbia University,Broadway - 7Av,IRT,117,307,307,0,0,0
POINT (-74.217847 40.52241),,false,South Shore,Ferry,-74.217847,40.52241,Embankment,SIR,SI,Pleasant Plains,Staten Island,SIR,S14,518,518,0,0,0
POINT (-73.937594 40.804138),,false,Downtown,The Bronx,-73.937594,40.804138,Subway,4 5 6,M,125 St,Lexington Av,IRT,621,392,392,1,1,1
POINT (-73.889395 40.665449),,false,New Lots,Manhattan,-73.889395,40.665449,Elevated,3,Bk,Van Siclen Av,Eastern Pky,IRT,256,351,351,0,0,0
POINT (-73.891394 40.746848),,false,Manhattan,Outbound,-73.891394,40.746848,Elevated,7,Q,74 St-Broadway,Flushing,IRT,710,616,454,1,1,1
POINT (-73.830301 40.660476),,false,Rockaways,Manhattan,-73.830301,40.660476,At Grade,A,Q,Howard Beach-JFK Airport,Rockaway,IND,H03,198,198,1,1,1
POINT (-73.933596 40.849505),,false,Downtown,The Bronx,-73.933596,40.849505,Subway,1,M,181 St,Broadway - 7Av,IRT,111,301,301,0,0,0
POINT (-73.846384 40.869526),,false,Manhattan,Eastchester,-73.846384,40.869526,Open Cut,5,Bx,Gun Hill Rd,Dyre Av,IRT,503,444,444,1,1,1
POINT (-73.957624 40.674772),,false,Prospect Park,Franklin Av,-73.957624,40.674772,Open Cut,S,Bk,Park Pl,Franklin Shuttle,BMT,S03,141,141,1,1,1
POINT (-73.953522 40.689627),,false,Southbound,Queens,-73.953522,40.689627,Subway,G,Bk,Bedford-Nostrand Avs,Crosstown,IND,G33,289,289,0,0,0
POINT (-73.976971 40.629755),,false,Southbound,Manhattan,-73.976971,40.629755,Elevated,F,Bk,18 Av,6th Av - Culver,IND,F30,245,245,0,0,0
POINT (-73.820558 40.585307),,false,Rockaway Park,Inbound,-73.820558,40.585307,Viaduct,A S,Q,Beach 98 St,Rockaway,IND,H13,201,201,0,0,0
POINT (-74.00061 40.613501),,false,Southbound,Manhattan,-74.00061,40.613501,Elevated,D,Bk,79 St,West End,BMT,B18,65,65,0,0,0
POINT (-74.017881 40.641362),,false,Southbound,Manhattan,-74.017881,40.641362,Subway,N R,Bk,59 St,4th Av,BMT,R41,35,35,1,1,1
POINT (-74.014065 40.704817),,true,Downtown,Uptown,-74.014065,40.704817,Subway,4 5,M,Bowling Green,Lexington Av,IRT,420,414,414,1,1,1
